დაბადება,თავი პირველი,0,1,თავდაპირველაღ ღმერთმა შექმნა ცა და მიწა.,1,დასაბამად ქმნნა ღმერთმან ცაჲ და ქუეყანაჲ.
რიცხვნი,თავი მეჩვიდმეტე,12,12,"აიღო აარონმა საცეცხლური, როგორც თქვა მოსემ, მიაშურა 
		კრებულს და, აჰა, დაიწყო მუსრვა ხალხში. ჩაყარა საკმეველი და განწმიდა 
		ხალხი.",47,"და მოიღო აჰრონ საკუმეველი, ვითარცა ჰრქუას მას მოსე და 
		მირბიოდა ბანაკად, და ეწყო მოსრვად ერისა და დაასხა საკუმეველი და 
		ლხინება-ყო ერისა მისთჳს."
რიცხვნი,თავი მეჩვიდმეტე,13,13,დადგა იგი დახოცილთა და ცოცხალთა შორის და შეწყდა მუსვრა.,48,"და დადგა შორის მომწყუდართა და შორის ცოცხალთა. და 
		დასცხრა მოსრვაჲ იგი."
რიცხვნი,თავი მეჩვიდმეტე,14,14,"გაწყდა მუსვრის დროს თოთხმეტი ათას შვიდასი კაცი, კორახის 
		მიზეზით დახოცილთა გარდა.",49,"და იყუნეს მოსრვასა მას, ათორმეტ ათას და შჳდას თჳნიერ 
		მომწყუდართა მათ კორეს თანა."
რიცხვნი,თავი მეჩვიდმეტე,15,15,"დაბრუნდა აარონი მოსესთან სადღესასწაულო კარვის 
		შესასვლელთან, როცა შეწყდა მუსვრა.",50,"და მოიქცა აჰრონ მოსესა კარად კარვისა მის საწამებელისა. 
		და დასცხრა მოსრვაჲ იგი."
რიცხვნი,თავი მეჩვიდმეტე,16,,,,თავი 17
რიცხვნი,თავი მეჩვიდმეტე,17,16,ასე ელაპარაკა უფალი მოსეს:,1,და ეტყოდა უფალი მოსეს და ჰრქუა:
რიცხვნი,თავი მეჩვიდმეტე,18,17,"დაელაპარაკე ისრაელიანებს და გამოართვი მათ კვერთხები - 
		თითო კვერთხი თითოეულ შტოს, ყოველ თავკაცს მამისსახლის მიხედვით თორმეტი 
		კვერთხი, ყოველ კვერთხს თავისი პატრონის სახელი დააწერე.",2,"ეტყოდე შენ ძეთა ისრაჱლისათა და მოიღე მათთჳს კუერთხები 
		სახლად-სახლად მამათა მათთა ყოველთაგან მთავართა მათთა - ათორმეტი კუერთხი 
		და კაცად-კაცადისაჲ გამოწერე სახელი კუერთხსა მისსა."
რიცხვნი,თავი მეჩვიდმეტე,19,18,"აარონის სახელი ლევიანთა კვერთხს დააწერე, რადგან ერთი 
		კვერთხი ეკუთვნის მათი მამისსახლის თავკაცს.",3,"და სახელი აჰრონისი გამოწერე კუერთხსა მისსა, რამეთუ არს 
		კუერთხი ერთი, ტომად-ტომად მამათა მათთა მოსცედ."
რიცხვნი,თავი მეჩვიდმეტე,20,19,"დააწყვე ისინი სადღესასწაულო კარავში აღთქმის კიდობნის 
		წინ, სადაც გეცხადებით თქვენ.",4,"და დასხი იგი კარავსა საწამებელისასა, ვინაჲ-იგი 
		გამოგეცხადო შენ მუნ."
რიცხვნი,თავი მეჩვიდმეტე,21,20,"ვისაც მე გამოვარჩევ, მისი კვერთხი აყვავდება და 
		ჩავახრჩობ ისრაელიანთა ჯანყს, რომ აჯანყებულან თქვენს წინააღმდეგ.",5,"და იყოს კაცი, რომელი გამოვირჩიო მე, კუერთხი იგი მისი 
		განედლდეს და მოვსპო დრტჳნვაჲ ძეთა ისრაჱლისათაჲ ჩემგან, რომელსა დრტჳნვენ 
		თქუენთჳს."
რიცხვნი,თავი მეჩვიდმეტე,22,21,"დაელაპარაკა მოსე ისრაელიანებს და მისცა მას ყველა 
		თავკაცმა კვერთხი, თითო კვერთხი თითოეულმა თავკაცმა, მამისსახლის მიხედვით 
		თორმეტი კვერთხი, აარონის კვერთხიც ერია მათ კვერთხებში.",6,"და ეტყოდა მოსე ძეთა ისრაჱლისათა. და მოსცეს მას ყოველთა 
		მათ მთავართა მათთა კუერთხები: კუერთხი მთავრისაჲ - ერთი კუერთხი 
		მთავრად-მთავრად და სახლად-სახლად მამათა მათთა, მოჰსცეს ათორმეტი 
		კუერთხები და კუერთხი აჰრონისი შორის კუერთხებსა მათსა."
რიცხვნი,თავი მეჩვიდმეტე,23,22,დააწყო მოსემ კვერთხები უფლის წინაშე აღთქმის კარავში.,7,"და დასხა მოსე კუერთხები იგი წინაშე უფლისა კარავსა მას 
		შინა საწამებელისასა."
რიცხვნი,თავი მეჩვიდმეტე,24,23,"მეორე დღეს, როცა მოსე შევიდა აღთქმის კარავში, აჰა, 
		აყვავდა აარონის კვერთხი, ლევის სახლიდან, აყვავდა, გაიფურჩქნა ყვავილი და 
		დამწიფდა ნუში.",8,"და იყო ხვალისაგან, და შევიდეს მოსე და აჰრონ კარვად 
		საწამებელისა. და, აჰა, ესერა, კუერთხი იგი აჰრონისი განედლებული იყო 
		სახლსა ზედა ლევისსა, და მოეღო ფურცელი, და გამოეღო ყუავილი და გამოსცა 
		ნიგოზი."
რიცხვნი,თავი მეჩვიდმეტე,25,24,"გამოუტანა მოსემ ყველა კვერთხი უფლისაგან ისრაელიანებს, 
		დაინახეს და აიღო თითოეულმა თავისი კვერთხი.",9,"და გამოიღო მოსე ყოველი იგი კუერთხები პირისაგან უფლისა 
		წინაშე ყოველთა ძეთა ისრაჱლისათა. და იხილეს და მოიღო კაცად-კაცადმან 
		კუერთხი თჳსი."
რიცხვნი,თავი მეჩვიდმეტე,26,25,"უთხრა უფალმა მოსეს: დააბრუნე აარონის კვერთხი აღთქმის 
		კიდობნის წინაშე შესანახად, რათა იყოს იგი სასწაულად ურჩთათვის, რომ 
		შეწყდეს მათი ჯანყი ჩემს წინააღმდეგ და არ დაიხოცონ.",10,"და ჰრქუა უფალმან მოსეს: დადევ კუერთხი ეგე აჰრონისი 
		წინაშე საწამებელთა დასამარხველად სასწაულთა ძეთა მაგათთჳს ურჩთაჲსა, და 
		დასცხერინ დრტჳნვაჲ მათი ჩემგან და არა მოწყდენ."
რიცხვნი,თავი მეჩვიდმეტე,27,26,"ასეც მოიქცა მოსე; როგორც უფალმა უბრძანა, ისე გააკეთა 
		მოსემ.",11,"და ეგრე ყვეს მოსე და აჰრონ, ვითარცა ამცნო უფალმან 
		მოსეს, ეგრე ყვეს."
რიცხვნი,თავი მეჩვიდმეტე,28,27,"ასე უთხრეს ისრაელიანებმა მოსეს: აჰა, ვიხოცებით, 
		ვიღუპებით, ყველანი ვიღუპებით.",12,"და ეტყოდეს ძენი ისრაჱლისანი მოსეს და ჰრქუეს: აჰა, 
		ესერა, აღვიჴოცენით და წარვწყმდით, აღვესრულენით."
რიცხვნი,თავი მეჩვიდმეტე,29,28,"ვინც კი უფლის კარავთან მიდის ახლოს, კვდება. ნუთუ 
		ყველანი დასაღუპად ვართ განწირული?",13,"ყოველი, რომელი შეეხების კარავსა ამას საწამებელისა 
		უფლისასა, მოკუდების, ნუუკუე სრულად მოვწყდეთ."
რიცხვნი,თავი მეთვრამეტე,0,1,"უთხრა უფალმა აარონს: შენ და შენმა შვილებმა და შენმა მამისსახლმა შენთან ერთად 
უნდა იკისროთ დანაშაული საწმიდარში; შენ და შენმა შვილებმა შენთან ერთად უნდა 
იკისრონ დანაშაული თქვენს მღვდლობაში.",1,"და ეტყოდა უფალი და ჰრქუა აჰრონს: შენ და ძენი შენნი და სახლი მამისა შენისაჲ 
შენ თანა მოიღებდით ცოდვასა წმიდათასა და შენ და ძენი შენნი მოიღებდით ცოდვასა 
მღდელობისა თქუენისასა."
რიცხვნი,თავი მეთვრამეტე,1,2,"შენი მოძმეები, ლევიანთა შტო, მამაშენის ტომი, შენ წაიყვანე, თქვენთან იყვნენ 
განუყრელად და გემსახურონ. შენ და შენი შვილები კი შენთან ერთად აღთქმის კარვის წინ 
უნდა იყოთ.",2,"და ძმანი შენნი, ტოჰმი ლევისი, გუნდი მამისა შენისაჲ, მიიყვანე თავისა შენისა და 
შეგიძინედ შენ და ძენი შენნი შენ თანა წინაშე კარავსა მას წამებისა."
რიცხვნი,თავი მეთვრამეტე,2,3,"აღასრულონ მოვალეობა შენს მიმართ და მთელი კარვის მიმართ, 
		ოღონდ არ მიეკარონ საწმიდარის ჭურჭელს და სამსხვერპლოს, თორემ ისინიც 
		დაიხოცებიან და თქვენც.",3,"და სცვიდენ საცოსა მას შენსა და საცოსა მას კარვისა 
		საწამებელისასა. გარნა ჭურჭელსა წმიდასა და საკურთხეველსა არა მოუჴდენ, და 
		რათა არა მოწყდენ ესენი"
რიცხვნი,თავი მეთვრამეტე,3,4,"შენთან უნდა იყვნენ განუყრელად და ასრულებდნენ მოვალეობას 
		სადღესასწაულო კარვის მიმართ, კარვის მთელს სამსახურს. უცხო კაცი არ უნდა 
		მოგეკაროთ.",4,"და თქუენ, და შემოგეძინენ შენ და სცვიდენ საცოსა მას 
		კარვისა საწამებელისასა ყოვლისა მისებრ მსახურებისა მის კარვისაჲსა. და 
		სხუაჲ ნათესავი არა მოვიდეს შენდა."
რიცხვნი,თავი მეთვრამეტე,4,5,"შეასრულეთ საწმიდარის წესი და სამსხვერპლოს წესი, რომ 
		რისხვა აღარ დაატყდეთ ისრაელიანებს.",5,"და სცევდით საცოსა მას წმიდასა და საცოსა მას 
		საკურთხეველისსა. და არღარა იყოს რისხვაჲ ძეთა ზედა ისრაჱლისათა."
რიცხვნი,თავი მეთვრამეტე,5,6,"აჰა, მე გამოვარჩიე თქვენი მოძმეები - ლევიანები 
		ისრაელიანთაგან, თქვენთვის არიან ისინი მოძღვნილნი საუფლოდ, რათა გასწიონ 
		სადღესასწაულო კარვის სამსახური.",6,"და მე მოვიყვანენ ძმანი შენნი ლევიტელნი შორის ძეთაგან 
		ისრაჱლისათა, მოცემით მოცემულ არიან უფალსა მსახურებად მსახურებასა მას 
		კარვისა საწამებელისასა."
რიცხვნი,თავი მეთვრამეტე,6,7,"შენ და შენმა შვილებმა კი აღასრულეთ მღვდლობის წესი 
		სამსხვერპლოსთან და ფარდის უკან, და იმსახურეთ. მღვდლობის სამსახური 
		მომინიჭებია თქვენთვის. თუ უცხო ვინმე შეუდგება სამსახურს, უნდა მოკვდეს.",7,"შენ და ძეთა შენთა შენ თანა დაიმარხეთ მღდელობაჲ თქუენი 
		ყოვლისაებრ წმიდისა საკურთხეველისა და შინაგან კრეტსაბმელისა და 
		ჰმსახურებდით მსახურებასა მოცემულისა მღდელობისა თქუენისასა. და უცხოთესლი 
		იგი, რომელი შეეხოს მას, მოკუდეს."
რიცხვნი,თავი მეთვრამეტე,7,8,"ელაპარაკა უფალი აარონს: აჰა, გავალებ ჩემთვის შემოწირული 
		ღალისათვის ყურისგდებას; ისრაელიანთა მთელს შემოწირულობას გაძლევ წილად შენ 
		და შენს შვილებს სამარადისო წესით.",8,"და ეტყოდა უფალი აჰრონს: და, აჰა, ეგერა, მიგეც თქუენ 
		საცავი იგი პირველ ნაყოფთა ჩემთაჲ ყოველთაგან განწმედილთა ჩემდამო ძეთაგან 
		ისრაჱლისათა, შენ მიგეც იგი სიბერედ და ძეთა შენთა შემდგომად შენსა შჯულად 
		საუკუნოდ."
რიცხვნი,თავი მეთვრამეტე,8,9,"აი, რა გეკუთვნის წმიდათა წმიდადან, საცეცხლო 
		მსხვერპლიდან: ყოველი მათი შესაწირავი და ყოველი მათი ძღვენი, ცოდვისა და 
		დანაშაულის გამოსასყიდი ყოველი მსხვერპლი, რასაც მე მიხდიან, წმიდათა 
		წმიდაა შენთვის და შენი შვილებისათვის.",9,"და ესე იყოს თქვენდა განწმედილთაგან წმიდათა ნაყოფთა 
		ყოველთაგან შესაწირავთა მათთა და ყოველთაგან მსხუერპლთა მათთა, და 
		ყოვლისაგან ბრალისა მათისა და ყოვლისაგან ცოდვისა მათისა, რაოდენ მომცენ 
		მე, ყოველთაგანი სიწმიდეთაჲ შენდა იყოს და ძეთა შენთა."
რიცხვნი,თავი მეთვრამეტე,9,10,"წმიდათა წმიდაში ჭამეთ იგი, მხოლოდ მამაკაცებმა ჭამონ, 
		წმიდა უნდა იყოს თქვენთვის.",10,"წმიდათა შინა წმიდათასა ჰჭამდეთ მას. ყოველმან წულმან 
		ჭამოს იგი, შენ და ძეთა შენთა. წმიდა იყოს ესე შენდა."
რიცხვნი,თავი მეთვრამეტე,10,11,"აი, რა გეკუთვნის მათი ღალის ძღვენიდან: ისრაელიანთა მთელი შემოწირულობა შენთვის და 
შენი შვილებისთვის მომიცია სამარადისო წესით. ყოველმა გაწმიდავებულმა შენს სახლში 
ჭამოს იგი.",11,"და ესე იყოს თქუენდა ნაყოფად მიცემულთა მათთა ყოველთაგან დასადებელთა ძეთა 
ისრაჱლისათა. შენ მიგეც იგი და ძეთა შენთა და ასულთა შენთა შემდგომად შენსა შჯულად 
საუკუნოდ. ყოველი წმიდაჲ სახლსა შინა შენსა ჭამდეს მას."
რიცხვნი,თავი მეთვრამეტე,11,12,"საუკეთესო ზეთი, საუკეთესო ღვინო და პური, მათი ღალა, რაც უფალთან მიაქვს, შენთვის 
მომიცია.",12,"და ყოველი შესაწირავი ზეთისაჲ და ყოველი შესაწირავი ღჳნისაჲ და შესაწირავი 
იფქლისაჲ, რაოდენიცა მოსცენ უფალსა, შენ მიგეც იგი."
რიცხვნი,თავი მეთვრამეტე,12,13,"მათი მიწის ყოველი პირველმოწეული ნაყოფი, რომელიც უფალთან 
		მიაქვთ, შენ გეკუთვნის. ყოველმა გაწმიდავებულმა შენს სახლში ჭამოს იგი.",13,"პირველი ნაყოფი ყოველი, რაოდენიცა იყოს ქუეყანასა მათსა, 
		რაოდენი მოართუან უფალსა, შენდა იყოს, ყოველი წმიდაჲ სახლსა შინა შენსა 
		ჭამდეს მას."
რიცხვნი,თავი მეთვრამეტე,13,14,ყოველი დარისხებული ისრაელში შენ გეკუთვნის.,14,ყოველივე შეწირული ძეთა ისრაჱლისათაჲ შენდა იყოს.
რიცხვნი,თავი მეთვრამეტე,14,15,"ყოველი ხორციელის პირველნაშობი, რომელსაც უფალს 
		მიართმევენ, ადამიანი იქნება თუ პირუტყვი, შენ გეკუთვნის. ოღონდ ადამიანის 
		პირმშო გამოისყიდე და უწმიდური პირუტყვის პირველნაშობიც გამოისყიდე.",15,"და ყოველმან, რომელმან გააღოს საშოჲ ყოვლისაგან 
		ჴორციელისამან, რომელი მოართუან უფალსა კაცითგან ვიდრე პირუტყუადმდე, შენდა 
		იყოს, არამედ ჴსნით იჴსნე ყოველი პირმშოჲ კაცთაჲ და ყოველი პირმშოჲ 
		პირუტყუთა არაწმიდათაჲ იჴსნე."
რიცხვნი,თავი მეთვრამეტე,15,16,"მათი გამოსასყიდია: ერთი თვის შემდეგ გადაიხადე 
		დაახლოებით ხუთი შეკელი ვერცხლი, საწმიდარის შეკელით, ანუ ოცი გერა.",16,"და ჴსნაჲ მისი - თთჳთგანი. და სასყიდელი მისი ხუთი 
		სიკილაჲ სიკილითა მით წმიდითა ოცი დანგი არს."
რიცხვნი,თავი მეთვრამეტე,16,17,"მხოლოდ ძროხის პირველმოგებულზე ან ცხვრის პირველმოგებულზე 
		და თხის პირველმოგებულზე ნუ გადაიხდი გამოსასყიდს: წმიდა არიან. მათი 
		სისხლი სამსხვერპლოს უნდა ასხურო, ხოლო ცხიმი უნდა აკმიო კეთილსურნელებად 
		უფლისათვის.",17,"გარნა პირმშოჲ ზროხათაჲ და პირმშოჲ ცხოვართაჲ და თხათაჲ 
		არა იჴსნე, რამეთუ წმიდა არიან და სისხლი მათი მოაპკურო გარემო 
		საკურთხეველსა სულად სულნელად უფლისა."
რიცხვნი,თავი მეთვრამეტე,17,18,"მათი ხორცი შენ გეკუთვნის, ისევე როგორც მისართმეველი 
		მკერდი და მარჯვენა ბეჭი გეკუთვნის შენ.",18,"და ჴორცი იგი იყოს შენდა და მკერდი იგი დასადებელი და 
		მჴარი მარჯუენე შენდა იყოს."
რიცხვნი,თავი მეთვრამეტე,18,19,"მთელი წმიდა ღალა, რომელსაც ისრაელიანები უხდიან უფალს, 
		შენთვის, შენი ვაჟებისა და ქალიშვილებისთვის მომიცია, სამარადისო წესით. ეს 
		არის სამარადისო აღთქმა მარილისა უფლის წინაშე შენთვისა და შენი 
		შთამომავლობისათვის.",19,"ყოველი შესაწირავი წმიდათაგანი, რაოდენი შეწირონ ძეთა 
		ისრაჱლისათა უფლისა, შენ მიგეც იგი, ძეთა შენთა და ასულთა შენთა, შენ თანა 
		შჯულად საუკუნოდ აღნათქუემად მარილისა საუკუნისა არს წინაშე უფლისა, შენდა 
		იყოს და ნათესავისა შენისა შემდგომად შენსა."
რიცხვნი,თავი მეთვრამეტე,19,20,"უთხრა უფალმა აარონს: მათ ქვეყანაში ვერაფერს დაიმკვიდრებ 
		და არ გექნება წილი მათ შორის. მე ვარ შენი წილი და შენი სამკვიდრო 
		ისრაელიანთა შორის.",20,"და ეტყოდა უფალი აჰრონს: ქუეყანაჲ მათი არა დაიმკჳდრო და 
		ნაწილი არა იყოს მათ შორის შენი, რამეთუ ნაწილი შენი და სამკჳდრებელი შენი 
		შორის ძეთა ისრაჱლისათა და ძეთა ლევისთა."
რიცხვნი,თავი მეთვრამეტე,20,21,"ლევიანებს კი, აჰა, მივეცი სამკვიდროდ ყველაფრის მეათედი, რაც ისრაელშია, მათი 
სამსახურის სანაცვლოდ, რასაც სადღესასწაულო კარავთან ასრულებენ.",21,"აჰა, ეგერა, მივეც ყოველი ათეული ძეთა ისრაჱლისათაჲ ნაწილად მსახურებისა მათისა 
წილ, რომელსა იგინი ჰმსახურებდენ კარავსა მას წამებისსა."
რიცხვნი,თავი მეთვრამეტე,21,22,"აღარ მიუახლიავდნენ ისრაელიანები სადღესასწაულო კარავს, 
		რომ მომაკვდინებელი ცოდვა არ დაიდონ.",22,"და არღარა მოუჴდენ მსახურებად ძენი ისრაჱლისანი კარავსა 
		მას წამებისასა მიღებად ცოდვისა მაკუდინებელისა."
რიცხვნი,თავი მეთვრამეტე,22,23,"თავად ლევიანებმა შეასრულონ სადღესასწაულო კარვის 
		სამსახური და თავადვე იტვირთონ მათი ცოდვა. სამარადისო წესია ეს თქვენს 
		თაობებში. ისრაელიანთა შორის ვერ დაიმკვიდრებენ სამკვიდროს,",23,"და ჰმსახურებდეს ლევიტელი იგი მსახურებასა მას კარვისა 
		საწამებელისასა და მათ მოიხუნენ ცოდვანი მათნი შჯულად საუკუნოდ ნათესავსა 
		მათსა შორის ძეთა ისრაჱლისათა, არა დაიმკჳდროს სამკჳდრებელი."
რიცხვნი,თავი მეთვრამეტე,23,24,"რადგან ლევიანებს სამკვიდროდ ისრაელიანთა მეათედი მივეცი, 
		რომელსაც ღალად უხდიან უფალს; ამიტომ ვუთხარი მათ: ისრაელიანთა შორის ვერ 
		დაიმკვიდრებთ-მეთქი სამკვიდროს.",24,"რამეთუ ათეული ძეთა ისრაჱლისათაჲ, რაოდენ-რაჲ განუჩემონ 
		უფალსა, განჩემებული იგი მივეც ლევიტელთა სამკჳდრებელად. ამისთჳს ვარქუ 
		მათ: შორის ძეთა ისრაჱლისათა არა დაიმკჳდრონ სამკჳდრებელი."
რიცხვნი,თავი მეთვრამეტე,24,25,ასე ელაპარაკა უფალი მოსეს:,25,და ეტყოდა უფალი მოსეს და ჰრქუა:
რიცხვნი,თავი მეთვრამეტე,25,26,"დაელაპარაკე ლევიანებს, უთხარი: როცა ისრაელიანთაგან 
		აიღებთ მეათედს, რომელიც თქვენთვის მაქვს მათგან მოცემული თქვენს 
		სამკვიდროდ, უფალს გადაუხადეთ მისგან ღალა - მეათედი მეათედიდან.",26,"და ლევიტელთა მათ ეტყოდე და არქუ: უკუეთუ მოიღოთ ძეთაგან 
		ისრაჱლისათა ათეული, რომელი მიგეც თქუენ მათგან ნაწილად და აღიღეთ თქუენცა 
		მისგან შესაწირავი უფლისა ათეული ათეულისაგან."
რიცხვნი,თავი მეთვრამეტე,26,27,"კალოს პურად და საწნახელის წვენად ჩაგეთვლებათ თქვენი 
		ღალა.",27,"და შეგერაცხოს თქვენ შესაწირავი იგი თქუენი, ვითარცა 
		იფქლი კალოჲსაგან და ვითარცა შესაწირავი საწნახელისაჲ."
რიცხვნი,თავი მეთვრამეტე,27,28,"ასე, თქვენც გადაუხდით ღალას უფალს იმ მეათედიდან, რასაც 
		ისრაელიანები მოგცემენ; მისგან გადაუხდით საუფლო ღალას აარონ მღვდელს.",28,"ეგრეთ შესწირით თქუენცა შესაწირავთაგან უფლისათა 
		ყოველთაგან ათეულთა თქუენთა, რაოდენი მოიღოთ ძეთაგან ისრაჱლისათა და მიეცით 
		მისგანი შესაწირავად უფლისა აჰრონს მღდელსა."
რიცხვნი,თავი მეთვრამეტე,28,29,"ყველაფრიდან, რასაც მოგიძღვნიან, უნდა გადაიხადოთ საუფლო 
		ღალა, ყოველივე საუკეთესოდან ურჩეულესი ნაწილი.",30,"ყოველთაგან მოცემულთა თქუენდა შესწირეთ შესაწირავად 
		უფლისა ყოველთაგან ნაყოფთა განწმედილთა მათგან."
რიცხვნი,თავი მეთვრამეტე,29,30,"უთხარი მათ: საუკეთესოს რომ გადაიხდით ღალად, კალოს შემოსავლად და საწნახლის 
შემოსავლად ჩაეთვლებათ ლევიანებს.",31,"და არქუ მათ, რაჟამს შესწირვიდეთ პირველ ნაყოფსა მისგან 
		და შეერაცხოს ლევიტელთა მათ, ვითარცა ნაყოფი კალოჲსაჲ და საწნახელისაჲ."
რიცხვნი,თავი მეთვრამეტე,30,31,"ყველგან ჭამეთ იგი თქვენ და თქვენმა საგვარეულომ, რადგან 
		ეს არის გასამრჯელო სადღესასწაულო კარავში თქვენი სამსახურისთვის.",32,"და ჰსჭამდეთ მას ყოველსა ადგილსა თქუენ და სახლეულნი თქუენნი, რამეთუ სასყიდელ 
თქუენდა ესე იყოს მსახურებათა მათ თქუენთა წილ კარავსა მას წამებისასა."
რიცხვნი,თავი მეთვრამეტე,31,32,"არ დაგედებათ ცოდვა, როცა მისგან საუკეთეს გადაიხდით 
		ღალად, არ წაბილწავთ ისრაელიანთაგან შემოწირულს და არ მოკვდებით.",33,"და არა მოიღოთ ცოდვაჲ მისთჳს, ოდეს შესწიროდით პირველი 
		ნაყოფისა მისგან და სიწმიდე იგი ძეთა ისრაჱლისთაჲ არა შეაგინოთ, რათა არა 
		მოსწყდეთ."
რიცხვნი,თავი მეცხრამეტე,0,1,ასე ელაპარაკა უფალი მოსეს და აარონს:,1,და ეტყოდა უფალი მოსეს და აჰრონს და ჰრქუა:
რიცხვნი,თავი მეცხრამეტე,1,2,"აჰა, წესი რჯულისა, რომელიც უფალმა ბრძანა: უთხარი ისრაელიანებს, გამოარჩიონ 
ვეჟანა, საღი ფური, რომელსაც ნაკლი არა აქვს და უღელი არ სდგმია;",2,"ესე არს ბრძანებაჲ შჯულისაჲ, რაოდენი ბრძანა უფალმან და თქუა: ეტყოდე ძეთა 
ისრაჱლისათა და მოგგუარედ შენ დიაკეული წითელი უბიწოჲ, რომლისა თანა არა იყოს ბიწი 
და არა დადებულ მას ზედა უღელი."
რიცხვნი,თავი მეცხრამეტე,2,3,"მიეცით ელეაზარ მღვდელს, რომ გაიყვანოს ბანაკის გარეთ და 
		დაკლან მის თვალწინ.",3,"და მისცენ იგინი ელიაზარს მღდელსა. და განიბან იგი გარეშე 
		ბანაკსა ადგილსა წმიდასა და დაკლან იგი წინაშე მისა."
რიცხვნი,თავი მეცხრამეტე,3,4,"ამოაწოს ელეაზარ მღვდელმა თითები სისხლში და შვიდგზის 
		ასხუროს სისხლი სადღესასწაულო კარვის წინა მხარეს.",4,"და მოიღოს ელიაზარ სისხლისაგან მისისა და აპკუროს იგი 
		წინაშე კარვისა მის საწამებელისასა სისხლისა მისისაგან შჳდგზის."
რიცხვნი,თავი მეცხრამეტე,4,5,"დაწვან ფური მის თვალწინ - მისი ტყავი, მისი ხორცი, მისი 
		სისხლი მის ფუნასთან ერთად დაწვან.",5,"და დაწვან იგი მის წინაშე, და ტყავი მისი, და ჴორცი მისი, 
		და სისხლი იგი მისი ფუშნიერითურთ მისით დაიწუეს."
რიცხვნი,თავი მეცხრამეტე,5,6,"აიღოს მღვდელმა კედარის ხე, უსუპი და ჭიაფერი ნართი და 
		ჩააგდოს ცეცხლში, სადაც ფური იწვის.",6,"და მოიღოს მღდელმან ძელი ნაძჳსაჲ და უსუპი და მატყლი 
		მეწამული. და შთადვან იგი შუვა დამწვასა მას დიაკეულისასა."
რიცხვნი,თავი მეცხრამეტე,6,7,"გაირეცხოს შესამოსელი მღვდელმა, წყლით დაიბანოს ტანი და 
		ამის შემდეგ შევიდეს ბანაკში. საღამომდე უწმიდური იქნება მღვდელი.",7,"და განირცხეს სამოსელი მღდელმან მან და დაიბანოს გუამი 
		თჳსი წყლითა და ამისსა შემდგომად შევიდეს იგი ბანაკად და არაწმიდა იყოს 
		მღდელი იგი მწუხრადმდე."
რიცხვნი,თავი მეცხრამეტე,7,8,"ფურის დამწველმაც გაირეცხოს წყალში შესამოსელი და წყლით 
		დაიბანოს ტანი. უწმიდური იქნება საღამომდე.",8,"და რომელმან დაწუას იგი, განირცხეს სამოსელი მისი და 
		განიბანონ გუამი მისი წყლითა და არაწმიდა იყოს იგი მწუხრადმდე."
რიცხვნი,თავი მეცხრამეტე,8,9,"შეაგროვოს ვინმე სუფთამ ფურის ნაცარი და დაყაროს ბანაკის 
		გარეთ, სადმე სუფთა ადგილზე. ექნება ისრაელიანთა საზოგადოებას 
		გამაწმიდავებელი წყლისთვის. ეს არის ცოდვის გამოსასყიდი მსხვერპლი.",9,"და შეკრიბოს კაცმან წმიდამან ნაცარი იგი დიაკეულისაჲ მის 
		და დაასხას იგი გარეშე ბანაკსა ადგილსა წმიდასა და იყოს კრებულისა მის ძეთა 
		ისრაჱლისათა დასამარხავად წყალი პკურებისაჲ, განწმედა არს."
რიცხვნი,თავი მეცხრამეტე,9,10,"შესამოსელი გაირეცხოს ფურის ნაცრის შემგროვებელმა და 
		გაუწმიდურებული იქნება საღამომდე. ასე იყოს სამარადისო წესად 
		ისრაელიანთათვის და მდგმურთათვის, თქვენს შორის რომ მდგმურობენ.",10,"და განიბანოს გუამი თჳსი, რომელმან შეკრიბოს ნაცარი იგი 
		დიაკეულისაჲ მის და განირცხეს სამოსელი თჳსი. და არაწმიდა იყოს იგი ვიდრე 
		მწუხრადმდე. და იყოს იგი კრებულისათჳს ძეთა ისრაჱლისათა და მწირთა მათთჳს, 
		რომელი მოსრულ იყოს მათ შჯულად საუკუნოდ."
